state,x_i,y_i,z_i,"S_{i,x}","S_{i,y}","S_{i,z}"
3,1.5,-0.8660254037844386,0.0,0.03381699685387608,-0.019524252236776254,0.4431591135261272
3,2.0,0.0,0.0,0.033521790387291785,-8.490387212733985e-16,0.46843606598868515
3,-2.5,0.8660254037844388,0.0,0.0,0.0,1.0
3,-2.0,1.7320508075688774,0.0,0.0,0.0,1.0
3,-1.5,2.598076211353316,0.0,0.0,0.0,1.0
3,-2.5,-0.8660254037844386,0.0,0.0,0.0,1.0
3,-3.0,0.0,0.0,0.0,0.0,1.0
3,-2.0,-1.7320508075688772,0.0,0.0,0.0,1.0
3,0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
3,-0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
3,-1.5,-2.5980762113533156,0.0,0.0,0.0,1.0
3,2.5,-0.8660254037844388,0.0,0.0,0.0,1.0
3,2.0,-1.7320508075688774,0.0,0.0,0.0,1.0
3,1.5,-2.598076211353316,0.0,0.0,0.0,1.0
3,2.0,1.7320508075688772,0.0,0.0,0.0,1.0
3,2.5,0.8660254037844386,0.0,0.0,0.0,1.0
3,3.0,0.0,0.0,0.0,0.0,1.0
3,-0.5,2.5980762113533156,0.0,0.0,0.0,1.0
3,0.5,2.5980762113533156,0.0,0.0,0.0,1.0
3,1.5,2.5980762113533156,0.0,0.0,0.0,1.0
4,0.0,0.0,0.0,5.979374981257557e-16,2.054224303681129e-15,-0.49899422999141324
4,0.5,0.8660254037844386,0.0,0.23443772565534515,0.4060580520459512,-0.1638774546472362
4,-0.5,0.8660254037844386,0.0,-0.23443772565534463,0.4060580520459495,-0.1638774546472368
4,-1.0,0.0,0.0,-0.4688754513106886,1.7347514280640665e-15,-0.16387745464723794
4,-0.5,-0.8660254037844386,0.0,-0.2344377256553487,-0.40605805204594125,-0.16387745464723794
4,0.5,-0.8660254037844386,0.0,0.2344377256553436,-0.4060580520459458,-0.16387745464723746
4,1.0,0.0,0.0,0.4688754513106872,1.0507816405186388e-15,-0.16387745464723924
4,1.5,0.8660254037844386,0.0,0.3483172311054483,0.20110104714212004,0.2927618558031579
4,1.0,1.7320508075688772,0.0,0.15435868082941087,0.2673570777858477,0.3917434585806601
4,0.0,1.7320508075688772,0.0,5.916152442074496e-16,0.40220209428423837,0.2927618558031571
4,-1.0,1.7320508075688772,0.0,-0.15435868082941145,0.267357077785851,0.3917434585806584
4,-1.5,0.8660254037844386,0.0,-0.34831723110544766,0.2011010471421154,0.29276185580315633
4,-2.0,0.0,0.0,-0.3087173616588201,-1.7954724671956487e-15,0.3917434585806592
4,-1.5,-0.8660254037844386,0.0,-0.34831723110544655,-0.20110104714211685,0.2927618558031569
4,-1.0,-1.7320508075688772,0.0,-0.15435868082941073,-0.2673570777858489,0.39174345858066306
4,0.0,-1.7320508075688772,0.0,-5.246860888472038e-17,-0.40220209428423437,0.2927618558031567
4,1.0,-1.7320508075688772,0.0,0.15435868082941093,-0.2673570777858462,0.3917434585806602
4,1.5,-0.8660254037844386,0.0,0.3483172311054529,-0.2011010471421164,0.2927618558031526
4,2.0,0.0,0.0,0.3087173616588178,1.16605943650816e-15,0.39174345858065585
4,-2.5,0.8660254037844388,0.0,0.0,0.0,1.0
4,-2.0,1.7320508075688774,0.0,0.0,0.0,1.0
4,-1.5,2.598076211353316,0.0,0.0,0.0,1.0
4,-2.5,-0.8660254037844386,0.0,0.0,0.0,1.0
4,-3.0,0.0,0.0,0.0,0.0,1.0
4,-2.0,-1.7320508075688772,0.0,0.0,0.0,1.0
4,0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
4,-0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
4,-1.5,-2.5980762113533156,0.0,0.0,0.0,1.0
4,2.5,-0.8660254037844388,0.0,0.0,0.0,1.0
4,2.0,-1.7320508075688774,0.0,0.0,0.0,1.0
4,1.5,-2.598076211353316,0.0,0.0,0.0,1.0
4,2.0,1.7320508075688772,0.0,0.0,0.0,1.0
4,2.5,0.8660254037844386,0.0,0.0,0.0,1.0
4,3.0,0.0,0.0,0.0,0.0,1.0
4,-0.5,2.5980762113533156,0.0,0.0,0.0,1.0
4,0.5,2.5980762113533156,0.0,0.0,0.0,1.0
4,1.5,2.5980762113533156,0.0,0.0,0.0,1.0
5,0.0,0.0,0.0,1.633242152632164e-14,-2.5827864152949687e-15,-0.20377580203985615
5,0.5,0.8660254037844386,0.0,0.1694698181324174,0.2935303353547725,-0.0012491747984708732
5,-0.5,0.8660254037844386,0.0,-0.16946981813239687,0.2935303353547816,-0.0012491747984896026
5,-1.0,0.0,0.0,-0.33893963626480883,-2.223590235550521e-15,-0.0012491747984840341
5,-0.5,-0.8660254037844386,0.0,-0.16946981813239156,-0.2935303353547832,-0.0012491747984878542
5,0.5,-0.8660254037844386,0.0,0.16946981813241846,-0.2935303353547815,-0.0012491747984689494
5,1.0,0.0,0.0,0.33893963626480506,-2.9110828331235794e-15,-0.0012491747984583416
5,1.5,0.8660254037844386,0.0,0.26547850225217995,0.15327408473935036,0.3302053053777821
5,1.0,1.7320508075688772,0.0,0.11891013868085033,0.20595840173028496,0.4103631532832431
5,0.0,1.7320508075688772,0.0,8.31279489688086e-15,0.3065481694787198,0.3302053053777823
5,-1.0,1.7320508075688772,0.0,-0.11891013868084775,0.20595840173029273,0.410363153283236
5,-1.5,0.8660254037844386,0.0,-0.26547850225218717,0.15327408473936058,0.33020530537777437
5,-2.0,0.0,0.0,-0.23782027736170253,-1.1353765150268202e-15,0.4103631532832249
5,-1.5,-0.8660254037844386,0.0,-0.26547850225218134,-0.15327408473936283,0.3302053053777808
5,-1.0,-1.7320508075688772,0.0,-0.11891013868084412,-0.20595840173028973,0.4103631532832299
5,0.0,-1.7320508075688772,0.0,7.750744490664374e-15,-0.30654816947871194,0.3302053053777875
5,1.0,-1.7320508075688772,0.0,0.11891013868084734,-0.20595840173027735,0.4103631532832361
5,1.5,-0.8660254037844386,0.0,0.26547850225218095,-0.15327408473935672,0.3302053053777849
5,2.0,0.0,0.0,0.23782027736169337,-1.0670717781602335e-15,0.4103631532832406
5,-2.5,0.8660254037844388,0.0,0.0,0.0,1.0
5,-2.0,1.7320508075688774,0.0,0.0,0.0,1.0
5,-1.5,2.598076211353316,0.0,0.0,0.0,1.0
5,-2.5,-0.8660254037844386,0.0,0.0,0.0,1.0
5,-3.0,0.0,0.0,0.0,0.0,1.0
5,-2.0,-1.7320508075688772,0.0,0.0,0.0,1.0
5,0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
5,-0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
5,-1.5,-2.5980762113533156,0.0,0.0,0.0,1.0
5,2.5,-0.8660254037844388,0.0,0.0,0.0,1.0
5,2.0,-1.7320508075688774,0.0,0.0,0.0,1.0
5,1.5,-2.598076211353316,0.0,0.0,0.0,1.0
5,2.0,1.7320508075688772,0.0,0.0,0.0,1.0
5,2.5,0.8660254037844386,0.0,0.0,0.0,1.0
5,3.0,0.0,0.0,0.0,0.0,1.0
5,-0.5,2.5980762113533156,0.0,0.0,0.0,1.0
5,0.5,2.5980762113533156,0.0,0.0,0.0,1.0
5,1.5,2.5980762113533156,0.0,0.0,0.0,1.0
6,0.0,0.0,0.0,6.742219629818358e-15,1.7433970933566911e-15,0.32344867392082655
6,0.5,0.8660254037844386,0.0,0.05655931476931242,0.09796360682172663,0.31068020033730376
6,-0.5,0.8660254037844386,0.0,-0.056559314769305466,0.09796360682172624,0.3106802003372909
6,-1.0,0.0,0.0,-0.11311862953861096,-1.4346705247414437e-16,0.31068020033728805
6,-0.5,-0.8660254037844386,0.0,-0.05655931476930696,-0.09796360682172844,0.3106802003372876
6,0.5,-0.8660254037844386,0.0,0.0565593147693127,-0.09796360682172409,0.3106802003373056
6,1.0,0.0,0.0,0.11311862953861622,-1.5550169658873347e-16,0.3106802003372718
6,1.5,0.8660254037844386,0.0,0.09011251842780299,0.05202648677165092,0.41035372537133885
6,1.0,1.7320508075688772,0.0,0.04084603148956006,0.0707474018274757,0.44678556582555023
6,0.0,1.7320508075688772,0.0,2.2304207092371797e-15,0.10405297354329632,0.41035372537135834
6,-1.0,1.7320508075688772,0.0,-0.040846031489557955,0.07074740182747462,0.44678556582555556
6,-1.5,0.8660254037844386,0.0,-0.09011251842780657,0.05202648677164746,0.4103537253713444
6,-2.0,0.0,0.0,-0.08169206297912004,-6.943366237868731e-16,0.44678556582555395
6,-1.5,-0.8660254037844386,0.0,-0.09011251842780203,-0.05202648677164901,0.41035372537134296
6,-1.0,-1.7320508075688772,0.0,-0.04084603148955714,-0.07074740182747584,0.44678556582556433
6,0.0,-1.7320508075688772,0.0,7.322701472967097e-16,-0.10405297354329782,0.41035372537137016
6,1.0,-1.7320508075688772,0.0,0.04084603148955978,-0.07074740182747434,0.4467855658255541
6,1.5,-0.8660254037844386,0.0,0.09011251842780553,-0.05202648677164818,0.41035372537135034
6,2.0,0.0,0.0,0.08169206297911889,-6.168297209813156e-16,0.4467855658255898
6,-2.5,0.8660254037844388,0.0,0.0,0.0,1.0
6,-2.0,1.7320508075688774,0.0,0.0,0.0,1.0
6,-1.5,2.598076211353316,0.0,0.0,0.0,1.0
6,-2.5,-0.8660254037844386,0.0,0.0,0.0,1.0
6,-3.0,0.0,0.0,0.0,0.0,1.0
6,-2.0,-1.7320508075688772,0.0,0.0,0.0,1.0
6,0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
6,-0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
6,-1.5,-2.5980762113533156,0.0,0.0,0.0,1.0
6,2.5,-0.8660254037844388,0.0,0.0,0.0,1.0
6,2.0,-1.7320508075688774,0.0,0.0,0.0,1.0
6,1.5,-2.598076211353316,0.0,0.0,0.0,1.0
6,2.0,1.7320508075688772,0.0,0.0,0.0,1.0
6,2.5,0.8660254037844386,0.0,0.0,0.0,1.0
6,3.0,0.0,0.0,0.0,0.0,1.0
6,-0.5,2.5980762113533156,0.0,0.0,0.0,1.0
6,0.5,2.5980762113533156,0.0,0.0,0.0,1.0
6,1.5,2.5980762113533156,0.0,0.0,0.0,1.0
7,0.0,0.0,0.0,2.662280118581606e-14,1.5504226591814274e-15,0.17411314282841378
7,0.5,0.8660254037844386,0.0,0.037281359799366344,0.06457320934772019,0.2583178705903185
7,-0.5,0.8660254037844386,0.0,-0.03728135979932482,0.06457320934772788,0.25831787059030564
7,-1.0,0.0,0.0,-0.07456271959867684,1.454037086047466e-15,0.25831787059028927
7,-0.5,-0.8660254037844386,0.0,-0.037281359799325405,-0.06457320934772434,0.25831787059029837
7,0.5,-0.8660254037844386,0.0,0.03728135979936849,-0.06457320934771822,0.25831787059030525
7,1.0,0.0,0.0,0.07456271959871216,1.1172974438006245e-15,0.258317870590325
7,1.5,0.8660254037844386,0.0,0.06163687833841949,0.035586068300687876,0.4197121376603865
7,1.0,1.7320508075688772,0.0,0.029471006598905863,0.05104528077948904,0.4565935939814879
7,0.0,1.7320508075688772,0.0,9.376614068523637e-15,0.0711721366013793,0.41971213766038723
7,-1.0,1.7320508075688772,0.0,-0.029471006598894078,0.05104528077949207,0.4565935939815028
7,-1.5,0.8660254037844386,0.0,-0.06163687833841399,0.03558606830069086,0.4197121376603833
7,-2.0,0.0,0.0,-0.05894201319780377,1.6192220632892107e-16,0.4565935939814867
7,-1.5,-0.8660254037844386,0.0,-0.06163687833841476,-0.03558606830069087,0.4197121376603883
7,-1.0,-1.7320508075688772,0.0,-0.029471006598894418,-0.051045280779491095,0.4565935939814973
7,0.0,-1.7320508075688772,0.0,9.590418736937778e-15,-0.07117213660137411,0.4197121376603733
7,1.0,-1.7320508075688772,0.0,0.029471006598903202,-0.05104528077948654,0.45659359398150207
7,1.5,-0.8660254037844386,0.0,0.06163687833842111,-0.03558606830068689,0.4197121376603865
7,2.0,0.0,0.0,0.058942013197800715,1.951563910473908e-18,0.4565935939815166
7,-2.5,0.8660254037844388,0.0,0.0,0.0,1.0
7,-2.0,1.7320508075688774,0.0,0.0,0.0,1.0
7,-1.5,2.598076211353316,0.0,0.0,0.0,1.0
7,-2.5,-0.8660254037844386,0.0,0.0,0.0,1.0
7,-3.0,0.0,0.0,0.0,0.0,1.0
7,-2.0,-1.7320508075688772,0.0,0.0,0.0,1.0
7,0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
7,-0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
7,-1.5,-2.5980762113533156,0.0,0.0,0.0,1.0
7,2.5,-0.8660254037844388,0.0,0.0,0.0,1.0
7,2.0,-1.7320508075688774,0.0,0.0,0.0,1.0
7,1.5,-2.598076211353316,0.0,0.0,0.0,1.0
7,2.0,1.7320508075688772,0.0,0.0,0.0,1.0
7,2.5,0.8660254037844386,0.0,0.0,0.0,1.0
7,3.0,0.0,0.0,0.0,0.0,1.0
7,-0.5,2.5980762113533156,0.0,0.0,0.0,1.0
7,0.5,2.5980762113533156,0.0,0.0,0.0,1.0
7,1.5,2.5980762113533156,0.0,0.0,0.0,1.0
8,0.0,0.0,0.0,-6.889974701884682e-14,-4.210390716630208e-15,-0.21661573959979122
8,0.5,0.8660254037844386,0.0,0.14787311107396134,0.25612374145346495,-0.026480789672201792
8,-0.5,0.8660254037844386,0.0,-0.1478731110740598,0.2561237414534419,-0.026480789672151443
8,-1.0,0.0,0.0,-0.29574622214805507,-1.4420973096229694e-15,-0.026480789672120794
8,-0.5,-0.8660254037844386,0.0,-0.1478731110740601,-0.25612374145345185,-0.026480789672148418
8,0.5,-0.8660254037844386,0.0,0.14787311107395756,-0.25612374145347144,-0.02648078967219532
8,1.0,0.0,0.0,0.29574622214798246,-7.068564483736495e-15,-0.026480789672219757
8,1.5,0.8660254037844386,0.0,0.2695157259708521,0.15560497694012349,0.3182855803511979
8,1.0,1.7320508075688772,0.0,0.122413398034577,0.21202622492306045,0.4056402128048095
8,0.0,1.7320508075688772,0.0,-2.9096516862558985e-14,0.31120995388022166,0.3182855803512048
8,-1.0,1.7320508075688772,0.0,-0.12241339803459278,0.2120262249230362,0.4056402128048243
8,-1.5,0.8660254037844386,0.0,-0.2695157259708571,0.1556049769400908,0.318285580351222
8,-2.0,0.0,0.0,-0.24482679606915173,-6.338788001436502e-16,0.40564021280483636
8,-1.5,-0.8660254037844386,0.0,-0.26951572597085505,-0.1556049769400907,0.318285580351223
8,-1.0,-1.7320508075688772,0.0,-0.12241339803459622,-0.21202622492303183,0.40564021280482687
8,0.0,-1.7320508075688772,0.0,-2.769312557049375e-14,-0.31120995388021616,0.3182855803512064
8,1.0,-1.7320508075688772,0.0,0.12241339803457045,-0.21202622492305767,0.40564021280481666
8,1.5,-0.8660254037844386,0.0,0.2695157259708556,-0.15560497694012332,0.3182855803511857
8,2.0,0.0,0.0,0.24482679606917845,-1.3383391617161067e-15,0.40564021280480533
8,-2.5,0.8660254037844388,0.0,0.0,0.0,1.0
8,-2.0,1.7320508075688774,0.0,0.0,0.0,1.0
8,-1.5,2.598076211353316,0.0,0.0,0.0,1.0
8,-2.5,-0.8660254037844386,0.0,0.0,0.0,1.0
8,-3.0,0.0,0.0,0.0,0.0,1.0
8,-2.0,-1.7320508075688772,0.0,0.0,0.0,1.0
8,0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
8,-0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
8,-1.5,-2.5980762113533156,0.0,0.0,0.0,1.0
8,2.5,-0.8660254037844388,0.0,0.0,0.0,1.0
8,2.0,-1.7320508075688774,0.0,0.0,0.0,1.0
8,1.5,-2.598076211353316,0.0,0.0,0.0,1.0
8,2.0,1.7320508075688772,0.0,0.0,0.0,1.0
8,2.5,0.8660254037844386,0.0,0.0,0.0,1.0
8,3.0,0.0,0.0,0.0,0.0,1.0
8,-0.5,2.5980762113533156,0.0,0.0,0.0,1.0
8,0.5,2.5980762113533156,0.0,0.0,0.0,1.0
8,1.5,2.5980762113533156,0.0,0.0,0.0,1.0
9,0.0,0.0,0.0,5.92755011741275e-15,4.177549555199264e-16,0.4325251536519861
9,0.5,0.8660254037844386,0.0,-0.013014831010062733,-0.022542348561363303,0.3976361776346507
9,-0.5,0.8660254037844386,0.0,0.013014831010067791,-0.022542348561359823,0.39763617763462095
9,-1.0,0.0,0.0,0.026029662020138452,1.8707739079647928e-16,0.3976361776346205
9,-0.5,-0.8660254037844386,0.0,0.013014831010068822,0.02254234856136072,0.3976361776346439
9,0.5,-0.8660254037844386,0.0,-0.013014831010064088,0.022542348561363036,0.39763617763463
9,1.0,0.0,0.0,-0.026029662020122857,1.0551997643715172e-15,0.3976361776346411
9,1.5,0.8660254037844386,0.0,-0.005962736027607633,-0.003442587250649974,0.43680834258929413
9,1.0,1.7320508075688772,0.0,-0.00041134336298063925,-0.0007124676040420395,0.45735919030848415
9,0.0,1.7320508075688772,0.0,3.9985376121265404e-16,-0.006885174501298217,0.43680834258927853
9,-1.0,1.7320508075688772,0.0,0.000411343362983685,-0.0007124676040426189,0.45735919030847005
9,-1.5,0.8660254037844386,0.0,0.005962736027615397,-0.0034425872506481,0.4368083425892881
9,-2.0,0.0,0.0,0.0008226867259663625,2.010606342062269e-16,0.4573591903084663
9,-1.5,-0.8660254037844386,0.0,0.00596273602761536,0.0034425872506486845,0.4368083425892786
9,-1.0,-1.7320508075688772,0.0,0.00041134336298376305,0.0007124676040424515,0.4573591903084751
9,0.0,-1.7320508075688772,0.0,3.382710778154774e-16,0.006885174501296637,0.4368083425892797
9,1.0,-1.7320508075688772,0.0,-0.0004113433629809255,0.0007124676040416489,0.45735919030847555
9,1.5,-0.8660254037844386,0.0,-0.005962736027607588,0.003442587250651596,0.43680834258927065
9,2.0,0.0,0.0,-0.0008226867259617516,5.572799166575493e-16,0.4573591903084012
9,-2.5,0.8660254037844388,0.0,0.0,0.0,1.0
9,-2.0,1.7320508075688774,0.0,0.0,0.0,1.0
9,-1.5,2.598076211353316,0.0,0.0,0.0,1.0
9,-2.5,-0.8660254037844386,0.0,0.0,0.0,1.0
9,-3.0,0.0,0.0,0.0,0.0,1.0
9,-2.0,-1.7320508075688772,0.0,0.0,0.0,1.0
9,0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
9,-0.5,-2.5980762113533156,0.0,0.0,0.0,1.0
9,-1.5,-2.5980762113533156,0.0,0.0,0.0,1.0
9,2.5,-0.8660254037844388,0.0,0.0,0.0,1.0
9,2.0,-1.7320508075688774,0.0,0.0,0.0,1.0
9,1.5,-2.598076211353316,0.0,0.0,0.0,1.0
9,2.0,1.7320508075688772,0.0,0.0,0.0,1.0
9,2.5,0.8660254037844386,0.0,0.0,0.0,1.0
9,3.0,0.0,0.0,0.0,0.0,1.0
9,-0.5,2.5980762113533156,0.0,0.0,0.0,1.0
9,0.5,2.5980762113533156,0.0,0.0,0.0,1.0
9,1.5,2.5980762113533156,0.0,0.0,0.0,1.0
10,0.0,0.0,0.0,2.0263304922885084e-14,6.647568780160373e-15,-0.005392773020391049
10,0.5,0.8660254037844386,0.0,0.08450573496181236,0.14636822648479292,0.11525205906629123
10,-0.5,0.8660254037844386,0.0,-0.08450573496179016,0.1463682264848088,0.11525205906626156
10,-1.0,0.0,0.0,-0.16901146992359697,7.619556027793628e-15,0.11525205906623776
10,-0.5,-0.8660254037844386,0.0,-0.0845057349617881,-0.14636822648480122,0.1152520590662503
10,0.5,-0.8660254037844386,0.0,0.08450573496181651,-0.14636822648478487,0.11525205906628169
10,1.0,0.0,0.0,0.16901146992360294,6.622523709975958e-15,0.11525205906629676
10,1.5,0.8660254037844386,0.0,0.16056707659541858,0.09270344489535881,0.38054176227446324
10,1.0,1.7320508075688772,0.0,0.07312715675554424,0.12665995091365254,0.43838505813977924
10,0.0,1.7320508075688772,0.0,6.342149028171207e-15,0.1854068897907358,0.3805417622744472
10,-1.0,1.7320508075688772,0.0,-0.0731271567555414,0.12665995091366442,0.43838505813976403
10,-1.5,0.8660254037844386,0.0,-0.16056707659544317,0.09270344489538034,0.38054176227445125
10,-2.0,0.0,0.0,-0.1462543135111078,1.7040812120769355e-15,0.43838505813976664
